satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.73,0.99,5.0,241.0,5.0,0.0,0.0,sales,low,1
0.09,0.94,6.0,257.0,4.0,0.0,,sales,low,1
0.91,0.92,4.0,246.0,5.0,0.0,0.0,sales,low,1
0.82,0.98,4.0,233.0,5.0,0.0,0.0,sales,low,1
0.28,0.45,6.0,218.0,4.0,0.0,0.0,accounting,low,1
0.84,0.99,4.0,262.0,6.0,0.0,0.0,accounting,medium,1
0.45,0.53,2.0,138.0,3.0,0.0,0.0,accounting,medium,1
0.45,,2.0,142.0,,0.0,0.0,hr,medium,1
0.91,0.97,5.0,233.0,5.0,0.0,,hr,medium,1
0.42,0.48,2.0,155.0,3.0,0.0,0.0,hr,medium,1
0.82,1.0,4.0,229.0,6.0,0.0,0.0,hr,medium,1
0.11,0.9,6.0,264.0,4.0,0.0,0.0,technical,medium,1
0.42,0.53,3.0,,,0.0,0.0,technical,,1
0.82,0.85,4.0,223.0,5.0,0.0,0.0,technical,medium,1
0.09,0.96,6.0,268.0,4.0,0.0,0.0,technical,medium,1
0.1,0.94,6.0,287.0,4.0,0.0,0.0,technical,medium,1
0.86,1.0,5.0,257.0,5.0,0.0,0.0,technical,medium,1
0.4,0.46,2.0,143.0,3.0,0.0,0.0,technical,high,1
0.45,0.46,2.0,130.0,3.0,0.0,0.0,technical,low,1
0.42,0.51,,136.0,3.0,0.0,0.0,technical,medium,1
0.74,0.92,4.0,261.0,5.0,,0.0,technical,medium,1
0.55,0.6,3.0,180.0,4.0,0.0,0.0,technical,medium,1
0.37,,2.0,126.0,3.0,0.0,0.0,support,medium,1
0.41,0.52,2.0,127.0,3.0,1.0,0.0,support,low,1
0.89,0.65,5.0,,6.0,,0.0,support,low,1
0.41,0.57,2.0,160.0,3.0,,0.0,support,low,1
0.44,,2.0,150.0,3.0,0.0,0.0,support,low,1
0.87,0.84,4.0,264.0,6.0,0.0,0.0,support,low,1
0.1,0.84,6.0,309.0,4.0,0.0,0.0,support,low,1
0.41,0.47,2.0,135.0,3.0,0.0,0.0,support,low,1
0.11,0.85,6.0,261.0,4.0,0.0,0.0,support,low,1
0.43,0.53,2.0,160.0,3.0,0.0,0.0,support,low,1
0.77,0.9,4.0,237.0,5.0,0.0,0.0,support,low,1
0.41,0.52,2.0,136.0,3.0,0.0,0.0,technical,low,1
0.41,0.48,2.0,139.0,3.0,0.0,0.0,technical,low,1
0.36,0.78,2.0,151.0,4.0,0.0,0.0,technical,low,1
0.77,1.0,5.0,229.0,5.0,0.0,0.0,,low,1
0.81,0.98,5.0,,5.0,0.0,0.0,IT,low,1
0.39,0.54,2.0,127.0,3.0,0.0,0.0,IT,low,1
0.09,,,283.0,5.0,0.0,0.0,IT,low,1
0.44,0.46,2.0,143.0,3.0,0.0,0.0,IT,low,1
0.1,0.84,5.0,298.0,4.0,0.0,,IT,low,1
0.36,0.48,2.0,159.0,3.0,0.0,0.0,product_mng,low,1
0.81,0.92,5.0,239.0,5.0,0.0,0.0,product_mng,low,1
0.81,0.9,4.0,226.0,,0.0,,product_mng,medium,1
0.85,0.98,5.0,248.0,5.0,0.0,0.0,product_mng,medium,1
0.1,0.87,6.0,286.0,4.0,0.0,0.0,IT,medium,1
0.37,0.54,2.0,145.0,3.0,0.0,0.0,RandD,medium,1
0.09,0.97,7.0,254.0,,1.0,0.0,RandD,medium,1
0.44,0.53,2.0,127.0,3.0,0.0,0.0,RandD,medium,1
0.86,0.93,5.0,223.0,5.0,0.0,0.0,RandD,medium,1
0.77,1.0,,255.0,5.0,0.0,0.0,RandD,medium,1
0.41,0.48,2.0,136.0,3.0,0.0,0.0,marketing,medium,1
0.4,0.48,2.0,137.0,3.0,0.0,0.0,sales,medium,1
0.43,0.49,2.0,135.0,3.0,0.0,0.0,accounting,medium,1
0.43,0.5,2.0,,3.0,0.0,0.0,support,medium,1
0.8,0.53,3.0,255.0,5.0,0.0,0.0,technical,high,1
0.8,0.85,4.0,273.0,5.0,0.0,0.0,management,low,1
0.82,0.98,5.0,234.0,5.0,0.0,0.0,marketing,medium,1
,0.54,2.0,152.0,3.0,0.0,0.0,marketing,medium,1
0.37,0.48,2.0,134.0,3.0,0.0,0.0,marketing,,1
0.09,0.95,6.0,292.0,4.0,0.0,0.0,sales,medium,1
0.9,0.92,5.0,245.0,5.0,0.0,0.0,sales,low,1
0.41,0.52,2.0,159.0,,0.0,0.0,sales,low,1
0.1,0.85,6.0,,4.0,0.0,0.0,sales,low,1
0.44,0.53,2.0,149.0,3.0,,0.0,sales,low,1
0.89,0.85,5.0,266.0,5.0,0.0,0.0,sales,low,1
0.42,,2.0,149.0,3.0,0.0,0.0,sales,low,1
,1.0,5.0,242.0,5.0,0.0,0.0,sales,low,1
0.45,0.57,2.0,134.0,,0.0,0.0,sales,low,1
0.11,0.87,5.0,271.0,4.0,0.0,0.0,sales,low,1
,0.79,6.0,275.0,,0.0,0.0,sales,low,1
0.76,0.83,,227.0,5.0,0.0,0.0,sales,low,1
0.11,0.96,7.0,277.0,5.0,0.0,0.0,sales,low,1
0.37,0.49,2.0,151.0,3.0,0.0,0.0,sales,low,1
0.1,0.79,6.0,274.0,4.0,0.0,0.0,sales,low,1
0.77,0.87,4.0,242.0,6.0,0.0,0.0,sales,low,1
0.42,0.54,2.0,143.0,3.0,1.0,0.0,sales,low,1
0.38,0.52,2.0,145.0,3.0,0.0,0.0,sales,low,1
0.32,0.95,5.0,172.0,,0.0,0.0,sales,low,1
0.38,0.49,2.0,135.0,3.0,0.0,0.0,accounting,low,1
0.19,1.0,4.0,192.0,4.0,0.0,0.0,accounting,low,1
0.1,0.83,7.0,276.0,4.0,0.0,0.0,accounting,low,1
0.76,0.88,4.0,206.0,4.0,0.0,0.0,hr,medium,1
0.53,0.56,4.0,281.0,6.0,0.0,0.0,hr,medium,1
0.39,0.51,2.0,,3.0,0.0,0.0,hr,medium,1
0.11,0.83,6.0,244.0,4.0,0.0,0.0,hr,medium,1
0.1,0.94,6.0,309.0,4.0,0.0,0.0,technical,medium,1
0.84,1.0,5.0,218.0,5.0,0.0,0.0,technical,medium,1
0.82,0.99,4.0,263.0,6.0,0.0,0.0,technical,medium,1
0.1,0.82,6.0,244.0,4.0,0.0,0.0,technical,medium,1
0.59,0.49,7.0,263.0,4.0,0.0,,technical,medium,1
0.44,0.48,2.0,143.0,3.0,0.0,0.0,technical,medium,1
0.89,0.95,2.0,181.0,5.0,0.0,0.0,technical,,1
0.91,0.84,5.0,265.0,5.0,0.0,0.0,technical,,1
0.66,,5.0,161.0,5.0,0.0,0.0,technical,high,1
0.11,0.87,7.0,282.0,5.0,0.0,0.0,technical,,1
0.43,0.51,2.0,155.0,3.0,0.0,0.0,technical,medium,1
0.78,0.83,4.0,217.0,6.0,,0.0,support,medium,1
0.11,0.97,6.0,289.0,5.0,0.0,0.0,,medium,1
0.83,0.98,,259.0,5.0,0.0,0.0,support,medium,1
0.39,,2.0,158.0,,0.0,0.0,support,low,1
0.38,0.55,2.0,158.0,3.0,0.0,0.0,support,low,1
0.37,0.57,2.0,155.0,3.0,0.0,0.0,support,low,1
0.44,0.48,2.0,146.0,3.0,0.0,0.0,,low,1
0.53,0.85,,164.0,5.0,0.0,0.0,support,low,1
0.09,0.96,6.0,259.0,4.0,0.0,0.0,support,low,1
0.11,0.89,6.0,293.0,4.0,0.0,0.0,support,low,1
0.83,0.96,5.0,275.0,5.0,0.0,0.0,,low,1
0.88,1.0,5.0,219.0,6.0,1.0,0.0,technical,low,1
0.1,0.89,6.0,247.0,4.0,0.0,0.0,technical,low,1
0.09,0.86,7.0,309.0,4.0,0.0,0.0,technical,low,1
0.44,0.54,2.0,151.0,3.0,0.0,0.0,management,low,1
0.39,0.51,2.0,129.0,3.0,0.0,0.0,IT,low,1
0.87,0.94,4.0,274.0,5.0,0.0,0.0,IT,low,1
0.74,0.99,4.0,233.0,5.0,0.0,0.0,IT,low,1
0.1,0.95,7.0,289.0,4.0,0.0,0.0,IT,low,1
0.74,0.82,4.0,,6.0,0.0,0.0,IT,low,1
0.75,0.99,5.0,221.0,5.0,0.0,0.0,product_mng,low,1
0.41,0.56,2.0,150.0,3.0,0.0,0.0,product_mng,low,1
0.41,0.45,2.0,144.0,3.0,1.0,0.0,product_mng,low,1
0.09,0.9,7.0,289.0,4.0,0.0,0.0,product_mng,low,1
0.09,0.8,6.0,301.0,5.0,0.0,0.0,IT,,1
0.39,0.57,2.0,145.0,3.0,0.0,0.0,accounting,medium,1
0.4,0.56,2.0,137.0,3.0,,0.0,accounting,medium,1
0.37,0.54,2.0,131.0,3.0,1.0,0.0,hr,medium,1
0.1,0.84,6.0,246.0,4.0,0.0,0.0,hr,medium,1
0.43,0.51,2.0,136.0,3.0,0.0,0.0,,medium,1
0.75,0.85,5.0,240.0,6.0,1.0,,marketing,medium,1
0.37,0.56,2.0,156.0,3.0,0.0,0.0,sales,medium,1
0.11,0.85,6.0,305.0,4.0,0.0,0.0,accounting,medium,1
0.45,0.45,2.0,154.0,3.0,1.0,0.0,support,medium,1
0.87,1.0,5.0,261.0,5.0,1.0,0.0,,medium,1
0.11,0.94,7.0,244.0,4.0,0.0,0.0,management,medium,1
0.45,0.54,2.0,129.0,3.0,0.0,0.0,marketing,high,1
0.81,0.87,4.0,254.0,5.0,0.0,0.0,marketing,low,1
0.77,0.91,5.0,236.0,5.0,0.0,0.0,marketing,medium,1
0.89,0.92,5.0,237.0,5.0,0.0,0.0,sales,medium,1
0.43,0.49,2.0,135.0,,0.0,0.0,sales,medium,1
0.78,1.0,5.0,236.0,5.0,0.0,0.0,sales,medium,1
0.37,0.47,2.0,149.0,3.0,0.0,0.0,sales,low,1
0.37,0.5,2.0,141.0,,0.0,0.0,sales,low,1
0.85,,4.0,270.0,5.0,0.0,0.0,sales,low,1
0.41,0.47,2.0,138.0,3.0,0.0,0.0,sales,low,1
0.11,0.96,6.0,298.0,4.0,0.0,0.0,sales,low,1
0.75,0.99,5.0,254.0,5.0,0.0,0.0,sales,low,1
0.82,0.85,5.0,248.0,5.0,0.0,0.0,sales,low,1
0.79,1.0,5.0,257.0,6.0,0.0,0.0,sales,low,1
0.43,0.53,2.0,150.0,3.0,0.0,0.0,sales,low,1
0.1,0.9,7.0,281.0,4.0,0.0,0.0,sales,low,1
0.46,0.48,2.0,141.0,3.0,1.0,0.0,sales,low,1
,0.57,,157.0,3.0,0.0,,sales,low,1
0.43,0.55,2.0,136.0,,,0.0,sales,low,1
0.11,0.8,7.0,296.0,4.0,,0.0,sales,low,1
0.09,0.86,6.0,279.0,4.0,0.0,0.0,sales,low,1
0.37,0.53,2.0,131.0,,0.0,0.0,sales,low,1
0.4,0.57,2.0,160.0,3.0,,0.0,accounting,low,1
0.1,0.77,7.0,291.0,4.0,0.0,0.0,accounting,low,1
0.41,0.53,2.0,157.0,3.0,0.0,0.0,accounting,low,1
0.79,0.58,3.0,294.0,4.0,0.0,0.0,hr,low,1
0.11,0.79,7.0,310.0,4.0,0.0,0.0,hr,low,1
0.1,0.97,6.0,282.0,4.0,0.0,,hr,medium,1
0.44,0.51,2.0,134.0,3.0,0.0,0.0,hr,medium,1
0.25,,4.0,214.0,4.0,0.0,0.0,technical,medium,1
0.44,0.52,2.0,137.0,3.0,0.0,0.0,,medium,1
0.73,1.0,4.0,252.0,5.0,0.0,0.0,technical,medium,1
0.75,0.97,5.0,243.0,6.0,0.0,0.0,technical,medium,1
0.36,0.47,2.0,148.0,3.0,0.0,0.0,technical,medium,1
0.37,0.49,2.0,151.0,3.0,,0.0,technical,medium,1
0.39,0.49,2.0,129.0,3.0,0.0,0.0,technical,medium,1
0.48,0.78,2.0,198.0,2.0,0.0,,technical,medium,1
0.57,0.72,4.0,275.0,6.0,0.0,0.0,technical,medium,1
0.9,0.96,5.0,243.0,5.0,0.0,0.0,technical,medium,1
0.39,0.55,2.0,159.0,3.0,0.0,0.0,technical,high,1
0.44,0.51,2.0,145.0,3.0,0.0,0.0,support,low,1
0.81,0.88,5.0,242.0,5.0,0.0,0.0,support,medium,1
0.74,0.87,5.0,242.0,5.0,0.0,0.0,support,medium,1
0.44,0.56,2.0,145.0,3.0,,0.0,support,medium,1
,0.56,2.0,154.0,3.0,0.0,1.0,support,medium,1
0.4,0.51,2.0,139.0,3.0,0.0,0.0,support,low,1
0.46,0.57,2.0,152.0,3.0,0.0,0.0,support,low,1
0.8,0.83,2.0,211.0,3.0,0.0,0.0,support,low,1
0.87,0.9,5.0,258.0,5.0,0.0,0.0,support,low,1
0.39,0.54,,155.0,3.0,0.0,0.0,support,low,1
0.38,0.55,2.0,148.0,3.0,0.0,0.0,support,low,1
0.66,0.67,2.0,255.0,3.0,0.0,0.0,technical,low,1
0.1,0.8,6.0,264.0,4.0,0.0,0.0,technical,low,1
0.37,0.54,2.0,132.0,3.0,0.0,0.0,technical,low,1
0.1,0.77,6.0,255.0,4.0,0.0,0.0,management,low,1
0.09,0.87,5.0,263.0,4.0,,0.0,IT,low,1
0.86,0.84,5.0,222.0,5.0,0.0,0.0,IT,low,1
0.11,0.9,,263.0,4.0,0.0,0.0,IT,low,1
0.37,0.46,2.0,157.0,3.0,0.0,0.0,IT,low,1
0.11,0.92,7.0,,4.0,0.0,0.0,,low,1
0.77,0.98,5.0,259.0,6.0,0.0,0.0,product_mng,low,1
0.84,0.94,5.0,222.0,6.0,0.0,0.0,product_mng,low,1
0.1,0.84,7.0,250.0,4.0,0.0,0.0,,low,1
0.83,0.9,5.0,245.0,5.0,0.0,0.0,product_mng,low,1
0.11,,6.0,,4.0,0.0,0.0,IT,low,1
0.86,0.92,5.0,252.0,5.0,0.0,0.0,RandD,low,1
0.38,0.56,2.0,161.0,3.0,0.0,0.0,RandD,medium,1
0.11,0.88,5.0,250.0,4.0,0.0,0.0,RandD,medium,1
,0.49,2.0,134.0,3.0,0.0,0.0,RandD,medium,1
0.1,0.85,7.0,279.0,4.0,0.0,0.0,,medium,1
0.09,0.95,7.0,256.0,4.0,0.0,0.0,marketing,medium,1
0.39,,2.0,127.0,3.0,0.0,0.0,sales,medium,1
0.37,0.47,2.0,138.0,3.0,1.0,0.0,accounting,,1
0.81,0.97,5.0,243.0,5.0,0.0,0.0,support,medium,1
0.09,0.9,7.0,296.0,4.0,0.0,0.0,technical,medium,1
0.1,0.88,7.0,267.0,4.0,0.0,0.0,management,medium,1
0.39,0.49,2.0,144.0,3.0,0.0,0.0,marketing,medium,1
0.83,0.95,4.0,251.0,5.0,0.0,0.0,marketing,medium,1
0.45,,2.0,148.0,3.0,0.0,0.0,marketing,high,1
0.43,0.51,2.0,141.0,3.0,0.0,0.0,sales,low,1
0.8,0.75,3.0,268.0,2.0,0.0,0.0,sales,medium,1
0.1,0.86,6.0,247.0,4.0,0.0,0.0,sales,medium,1
0.1,0.55,,247.0,4.0,0.0,0.0,sales,medium,1
0.36,0.52,2.0,146.0,3.0,0.0,0.0,sales,medium,1
0.38,,,140.0,3.0,0.0,0.0,,low,1
0.78,0.98,5.0,263.0,6.0,0.0,,sales,low,1
0.44,0.49,2.0,145.0,3.0,0.0,0.0,,low,1
0.41,0.46,2.0,156.0,3.0,1.0,0.0,sales,low,1
0.72,0.85,5.0,244.0,6.0,0.0,0.0,sales,low,1
0.46,0.54,2.0,144.0,3.0,0.0,0.0,sales,low,1
0.1,0.9,7.0,,4.0,0.0,0.0,sales,low,1
0.34,0.67,4.0,141.0,2.0,0.0,0.0,sales,low,1
0.11,0.89,6.0,260.0,5.0,0.0,0.0,sales,low,1
0.38,0.56,2.0,154.0,3.0,0.0,0.0,sales,low,1
0.82,0.92,5.0,225.0,5.0,0.0,0.0,sales,low,1
0.39,0.57,2.0,,3.0,0.0,0.0,sales,low,1
0.44,0.53,2.0,140.0,3.0,,0.0,sales,low,1
0.43,0.52,2.0,147.0,3.0,0.0,0.0,sales,low,1
0.84,0.83,4.0,227.0,5.0,0.0,0.0,accounting,low,1
0.43,0.48,2.0,153.0,3.0,0.0,0.0,accounting,low,1
0.37,0.52,2.0,128.0,3.0,0.0,0.0,accounting,low,1
0.74,0.97,4.0,228.0,5.0,,0.0,hr,low,1
0.73,0.97,,235.0,,0.0,0.0,hr,low,1
0.37,0.47,2.0,148.0,3.0,,0.0,hr,low,1
0.58,0.62,4.0,238.0,3.0,0.0,0.0,hr,low,1
0.4,0.54,2.0,141.0,3.0,0.0,0.0,technical,medium,1
0.51,0.83,5.0,249.0,4.0,0.0,0.0,technical,medium,1
0.46,0.5,2.0,151.0,3.0,0.0,0.0,,medium,1
0.45,0.54,2.0,,3.0,0.0,0.0,technical,medium,1
0.46,0.5,2.0,156.0,3.0,0.0,0.0,technical,medium,1
0.39,0.45,2.0,134.0,3.0,0.0,0.0,technical,medium,1
0.09,0.88,6.0,269.0,4.0,0.0,0.0,technical,medium,1
0.09,0.77,6.0,290.0,4.0,0.0,0.0,technical,medium,1
0.37,0.51,2.0,132.0,3.0,0.0,0.0,technical,medium,1
0.1,0.89,7.0,308.0,4.0,0.0,0.0,technical,medium,1
0.77,1.0,4.0,232.0,5.0,0.0,,technical,medium,1
0.79,,,235.0,5.0,0.0,0.0,,medium,1
0.43,0.55,2.0,130.0,,0.0,0.0,support,high,1
,0.53,2.0,146.0,,0.0,0.0,support,low,1
0.77,,5.0,221.0,6.0,0.0,0.0,support,medium,1
0.44,0.5,2.0,130.0,3.0,0.0,0.0,support,medium,1
0.39,0.46,2.0,136.0,3.0,0.0,0.0,,medium,1
0.78,0.89,5.0,274.0,6.0,0.0,0.0,support,,1
0.1,0.79,6.0,256.0,5.0,0.0,0.0,support,low,1
0.1,0.77,5.0,276.0,4.0,0.0,0.0,support,low,1
,0.85,5.0,267.0,5.0,0.0,,support,,1
0.46,0.62,6.0,213.0,3.0,0.0,0.0,support,low,1
0.91,0.97,4.0,274.0,6.0,0.0,0.0,technical,low,1
0.1,0.92,6.0,258.0,4.0,0.0,0.0,technical,low,1
0.72,0.6,3.0,,5.0,0.0,0.0,technical,low,1
0.11,0.95,6.0,245.0,4.0,0.0,0.0,management,low,1
0.11,0.94,6.0,264.0,4.0,0.0,0.0,IT,low,1
0.46,0.57,2.0,154.0,3.0,0.0,0.0,,low,1
0.37,0.46,2.0,149.0,3.0,0.0,0.0,IT,low,1
0.46,0.5,2.0,,3.0,0.0,0.0,IT,low,1
0.43,0.57,2.0,127.0,3.0,0.0,0.0,IT,low,1
0.11,0.82,6.0,270.0,4.0,0.0,0.0,product_mng,low,1
0.73,0.89,5.0,236.0,6.0,0.0,0.0,product_mng,low,1
0.43,0.47,2.0,158.0,3.0,0.0,0.0,product_mng,low,1
0.86,1.0,5.0,229.0,5.0,0.0,0.0,product_mng,low,1
0.1,0.83,6.0,269.0,4.0,0.0,0.0,IT,low,1
0.4,0.49,2.0,128.0,3.0,0.0,0.0,sales,low,1
0.11,0.87,7.0,278.0,4.0,0.0,,sales,low,1
0.86,0.98,,158.0,5.0,0.0,0.0,sales,low,1
0.42,1.0,3.0,202.0,3.0,0.0,0.0,sales,medium,1
0.79,0.84,4.0,240.0,5.0,0.0,0.0,sales,medium,1
0.1,0.96,7.0,255.0,4.0,0.0,0.0,marketing,medium,1
0.09,0.92,7.0,,4.0,0.0,0.0,sales,medium,1
0.09,0.82,6.0,257.0,4.0,0.0,0.0,accounting,medium,1
0.87,1.0,4.0,228.0,5.0,0.0,0.0,support,medium,1
0.36,0.49,2.0,145.0,3.0,0.0,,technical,medium,1
0.42,0.75,3.0,218.0,4.0,0.0,0.0,management,medium,1
0.84,0.86,5.0,268.0,5.0,0.0,0.0,marketing,medium,1
0.1,0.83,6.0,,4.0,0.0,0.0,marketing,medium,1
0.78,0.71,3.0,249.0,5.0,0.0,0.0,marketing,medium,1
0.35,0.99,3.0,236.0,4.0,0.0,0.0,sales,medium,1
0.1,0.81,7.0,291.0,4.0,0.0,0.0,sales,high,1
0.11,0.8,6.0,306.0,4.0,0.0,0.0,sales,low,1
0.43,0.48,2.0,135.0,3.0,0.0,0.0,sales,medium,1
0.38,0.45,2.0,156.0,3.0,0.0,0.0,sales,medium,1
0.46,0.54,2.0,143.0,3.0,0.0,0.0,sales,medium,1
0.89,0.82,4.0,243.0,5.0,0.0,0.0,sales,medium,1
0.45,0.5,2.0,147.0,3.0,0.0,0.0,sales,low,1
,0.53,2.0,159.0,3.0,0.0,0.0,sales,low,1
0.74,0.54,5.0,216.0,3.0,0.0,0.0,sales,low,1
0.45,0.54,2.0,152.0,3.0,0.0,0.0,sales,low,1
0.79,0.93,4.0,226.0,5.0,0.0,0.0,sales,low,1
0.79,0.91,5.0,271.0,5.0,0.0,0.0,sales,low,1
0.11,0.87,6.0,255.0,4.0,0.0,,sales,low,1
0.42,,2.0,140.0,3.0,0.0,0.0,sales,low,1
0.64,0.9,6.0,252.0,2.0,,0.0,sales,low,1
0.4,0.55,2.0,,3.0,0.0,0.0,sales,low,1
0.84,,5.0,270.0,5.0,0.0,0.0,sales,low,1
0.73,0.92,5.0,232.0,5.0,0.0,0.0,sales,low,1
0.4,0.51,2.0,144.0,3.0,0.0,0.0,accounting,low,1
0.36,0.45,2.0,127.0,3.0,0.0,,accounting,low,1
0.43,0.47,2.0,131.0,3.0,0.0,0.0,accounting,low,1
0.11,0.78,6.0,243.0,4.0,,0.0,hr,low,1
0.91,1.0,5.0,244.0,6.0,0.0,0.0,hr,low,1
0.8,1.0,5.0,260.0,5.0,0.0,0.0,hr,low,1
0.42,0.49,2.0,139.0,3.0,0.0,0.0,hr,low,1
0.31,0.87,4.0,184.0,3.0,0.0,0.0,technical,low,1
0.44,0.47,2.0,130.0,3.0,0.0,0.0,technical,low,1
0.38,0.54,2.0,135.0,3.0,0.0,0.0,technical,medium,1
0.45,0.56,2.0,146.0,3.0,0.0,0.0,technical,medium,1
0.43,0.46,2.0,149.0,3.0,0.0,,technical,medium,1
0.45,0.46,2.0,153.0,3.0,1.0,0.0,technical,medium,1
0.43,0.57,2.0,160.0,3.0,0.0,0.0,technical,medium,1
0.43,,2.0,160.0,3.0,0.0,0.0,technical,medium,1
,0.83,,282.0,4.0,0.0,0.0,technical,medium,1
0.43,0.47,2.0,128.0,3.0,0.0,0.0,technical,medium,1
0.79,0.94,4.0,232.0,5.0,0.0,0.0,technical,medium,1
0.85,0.58,3.0,226.0,,0.0,0.0,support,medium,1
0.38,0.45,2.0,129.0,3.0,0.0,0.0,support,medium,1
0.11,0.92,7.0,255.0,4.0,0.0,0.0,support,medium,1
0.83,0.99,5.0,258.0,5.0,0.0,0.0,support,high,1
0.81,0.91,4.0,229.0,5.0,0.0,0.0,,low,1
0.42,0.56,2.0,143.0,3.0,0.0,0.0,support,medium,1
0.11,0.87,6.0,257.0,4.0,0.0,0.0,support,medium,1
0.11,0.85,7.0,275.0,4.0,,0.0,support,,1
0.1,0.89,7.0,291.0,4.0,0.0,0.0,support,medium,1
0.5,0.54,5.0,,4.0,0.0,0.0,support,low,1
0.44,0.49,2.0,154.0,3.0,0.0,0.0,support,,1
0.11,0.9,6.0,301.0,4.0,0.0,0.0,technical,low,1
0.39,0.52,2.0,134.0,3.0,0.0,0.0,technical,low,1
0.11,0.78,6.0,245.0,4.0,0.0,0.0,technical,,1
0.36,0.5,2.0,132.0,3.0,0.0,0.0,management,low,1
0.43,0.51,2.0,130.0,3.0,0.0,0.0,IT,low,1
0.4,0.5,2.0,127.0,3.0,0.0,0.0,IT,low,1
0.86,0.84,4.0,246.0,6.0,0.0,0.0,IT,low,1
0.38,0.49,2.0,145.0,3.0,0.0,0.0,IT,low,1
,0.45,2.0,138.0,3.0,0.0,1.0,IT,low,1
0.37,,2.0,129.0,3.0,0.0,0.0,product_mng,low,1
0.43,0.52,2.0,150.0,3.0,0.0,0.0,product_mng,low,1
0.66,0.93,5.0,253.0,5.0,0.0,0.0,product_mng,low,1
0.37,0.48,2.0,,3.0,0.0,0.0,,low,1
0.77,0.92,5.0,235.0,5.0,0.0,0.0,IT,low,1
0.38,0.55,2.0,151.0,,,0.0,sales,low,1
0.39,0.54,2.0,127.0,3.0,0.0,0.0,sales,low,1
0.41,0.55,,151.0,3.0,0.0,0.0,sales,low,1
0.1,0.9,7.0,290.0,4.0,0.0,0.0,sales,,1
,0.93,6.0,,4.0,0.0,0.0,sales,low,1
0.41,0.47,,131.0,3.0,0.0,0.0,marketing,medium,1
0.39,0.46,2.0,159.0,3.0,,0.0,sales,medium,1
0.83,0.99,4.0,223.0,5.0,0.0,0.0,accounting,medium,1
0.09,0.87,3.0,214.0,2.0,0.0,0.0,support,medium,1
0.75,0.81,5.0,227.0,5.0,0.0,0.0,technical,medium,1
0.44,0.54,2.0,127.0,,0.0,0.0,management,,1
0.1,0.84,6.0,,5.0,0.0,0.0,marketing,medium,1
0.42,0.46,2.0,141.0,3.0,0.0,0.0,marketing,medium,1
0.1,0.83,6.0,300.0,4.0,0.0,0.0,marketing,medium,1
0.1,0.86,6.0,309.0,4.0,0.0,0.0,sales,medium,1
0.31,0.77,4.0,149.0,3.0,0.0,0.0,sales,medium,1
0.42,0.54,2.0,159.0,,0.0,0.0,sales,medium,1
0.38,0.5,2.0,152.0,3.0,0.0,,sales,high,1
0.39,0.57,2.0,158.0,3.0,0.0,0.0,sales,low,1
0.1,,,254.0,5.0,0.0,0.0,sales,medium,1
0.11,,6.0,294.0,4.0,0.0,0.0,sales,medium,1
0.1,0.92,7.0,269.0,4.0,0.0,0.0,sales,medium,1
0.11,0.9,7.0,247.0,4.0,0.0,0.0,,medium,1
0.44,0.65,3.0,271.0,4.0,0.0,0.0,sales,low,1
0.91,0.96,4.0,232.0,5.0,0.0,0.0,sales,low,1
0.72,1.0,4.0,245.0,5.0,0.0,0.0,sales,low,1
0.36,0.46,2.0,132.0,3.0,0.0,0.0,sales,low,1
0.44,0.57,2.0,131.0,3.0,0.0,0.0,sales,low,1
0.85,0.99,5.0,248.0,5.0,,0.0,sales,low,1
,0.93,5.0,225.0,5.0,0.0,0.0,sales,low,1
0.39,0.46,2.0,156.0,3.0,,0.0,sales,low,1
0.78,0.81,3.0,222.0,2.0,0.0,0.0,sales,low,1
0.1,0.92,6.0,243.0,4.0,1.0,0.0,sales,low,1
0.23,0.99,4.0,204.0,4.0,1.0,0.0,accounting,low,1
0.11,0.87,6.0,301.0,4.0,0.0,0.0,accounting,low,1
0.9,0.83,5.0,259.0,,0.0,0.0,accounting,low,1
,0.89,,247.0,5.0,0.0,0.0,hr,low,1
0.11,0.79,7.0,295.0,4.0,0.0,0.0,hr,low,1
0.43,0.54,2.0,150.0,3.0,0.0,0.0,hr,low,1
0.45,0.49,2.0,151.0,3.0,0.0,0.0,hr,low,1
0.11,0.91,5.0,291.0,4.0,0.0,0.0,technical,low,1
0.11,0.93,6.0,253.0,4.0,1.0,0.0,,low,1
0.43,0.5,2.0,161.0,3.0,0.0,0.0,technical,low,1
0.91,0.97,4.0,251.0,6.0,0.0,0.0,technical,low,1
0.43,0.55,2.0,153.0,3.0,0.0,0.0,technical,medium,1
0.85,0.82,,264.0,6.0,0.0,0.0,technical,medium,1
0.1,0.77,6.0,310.0,4.0,0.0,0.0,technical,medium,1
0.81,0.95,5.0,266.0,5.0,0.0,0.0,technical,medium,1
0.36,0.62,4.0,,2.0,0.0,0.0,technical,medium,1
0.45,0.54,2.0,,,0.0,0.0,technical,medium,1
0.86,1.0,5.0,227.0,5.0,,0.0,technical,medium,1
0.71,1.0,4.0,300.0,5.0,0.0,0.0,support,medium,1
0.11,0.97,7.0,310.0,4.0,0.0,0.0,support,medium,1
0.84,0.93,5.0,236.0,5.0,0.0,0.0,support,medium,1
0.09,0.97,7.0,288.0,4.0,0.0,0.0,support,medium,1
